transaction_id,customer_id,purchase_date,order_value,num_items,payment_method,channel,store_id,product_category
TXN-8FXKVZ23I567,  CUST-10007322 ,2025-12-03,263.53,4,debit_card,online,ONLINE,Apparel
TXN-RD2LETN6M98X,CUST-10002556,2026-06-09,91.47,2,debit_card,online,ONLINE,Electronics
TXN-V3WUTMJWMVTD,CUST-10001097,2025-08-09,219.35,7,gift_card,store,STORE-211,Apparel
TXN-L5JMUWHOYEPD,CUST-10003986,2025-05-11,140.23,7,gift_card,online,ONLINE,Apparel
TXN-KG8KTYZT8EQU,CUST-10008742,2026-05-19,120.03,3,credit_card,online,ONLINE,Outdoor
TXN-G8TQLXRXDKSI,CUST-10006646,2025-04-18,346.94,3,debit_card,online,ONLINE,Footwear
TXN-CQYZMLSPUEVE,CUST-10003738,2026-04-13,147.38,6,debit_card,online,ONLINE,Apparel
TXN-BOMIVMYYK38W,CUST-10004778,2026-03-30,31.97,7,debit_card,store,STORE-097,Electronics
TXN-N2HCWGG9Z7IR,CUST-10000977,2026-02-18,281.3,2,debit_card,online,ONLINE,Toys
TXN-KDP6DCH62REK,CUST-10002190,2026-04-17,258.45,4,gift_card,online,ONLINE,Beauty
TXN-87C93DSHXSZY,CUST-10006110,2026-01-17,214.92,3,credit_card,online,ONLINE,Footwear
TXN-GWFS874KXZVS,CUST-10008537,2026-05-26,42.34,6,debit_card,online,ONLINE,Apparel
TXN-M5UP8TRKULL2,CUST-10002268,2025-11-02,140.33,1,credit_card,store,STORE-177,Home
TXN-YE23JSS01X3P,CUST-10001531,2025-07-13,55.23,4,cash,online,ONLINE,Footwear
TXN-OCFHQ37X2MKQ,CUST-10006760,2025-11-23,196.49,6,gift_card,store,STORE-364,Beauty
TXN-JIASA7KTTPKC,CUST-10002696,2025-08-25,141.68,5,cash,online,ONLINE,Grocery
TXN-K2QK1YKSFCDH,CUST-10002360,2025-09-12,16.97,7,credit_card,store,STORE-251,Beauty
TXN-B0JLZQC1YI7G,CUST-10008087,2025-08-16,264.39,1,debit_card,online,ONLINE,Toys
TXN-GURDFKEE94IR,CUST-10001160,2025-09-14,343.8,7,credit_card,online,ONLINE,Footwear
TXN-OLBF9UM3199O,CUST-10001019,2025-08-08,217.86,8,gift_card,online,ONLINE,Footwear
TXN-9BFRXKON4KZ6,CUST-10002494,2025-11-26,18.25,7,debit_card,store,STORE-158,Grocery
TXN-XAYSY6LIT9J0,CUST-10005538,2026-06-04,46.42,5,cash,online,ONLINE,Home
TXN-DMVCVN2IFQT7,CUST-10002023,2025-12-04,34.52,8,debit_card,online,ONLINE,Beauty
TXN-J2RXVFXBDQNF,CUST-10002776,08/20/2025,540.59,5,debit_card,store,STORE-380,Footwear
TXN-58VDJYYNTI2R,CUST-10003721,2025-05-01,141.66,3,debit_card,store,STORE-175,Electronics
TXN-8VA9R4UO2UIU,CUST-10001430,2025-07-12,205.23,7,cash,store,STORE-356,Beauty
TXN-R3H6JCJKYYD7,CUST-10006185,2025-07-29,168.06,9,cash,online,ONLINE,Toys
TXN-8WKX6S1AS14Y,CUST-10008660,2025-06-02,124.03,2,gift_card,store,STORE-078,Home
TXN-DVGIWK2X34BB,CUST-10008447,2026-03-22,463.71,6,debit_card,online,ONLINE,Grocery
TXN-20ASJU4GKL82,CUST-10009727,2026-03-15,493.47,2,debit_card,store,STORE-368,Electronics
TXN-KT63HD67RCOO,CUST-10008872,2025-12-09,520.72,8,debit_card,store,STORE-378,Electronics
TXN-4283F1BBYOW5,CUST-10008853,06/07/2026,335.32,9,cash,store,STORE-140,Beauty
TXN-3JVSJQCOOMGO,CUST-10000452,2026-01-09,81.12,1,cash,store,STORE-009,Grocery
TXN-JF2WSN1YX117,CUST-10005024,2025-09-20,,4,debit_card,store,STORE-015,Footwear
TXN-ZLVV4VTYFQEK,CUST-10003526,2025-04-09,79.83,1,gift_card,store,STORE-286,Outdoor
TXN-EPB7HOPCPMF6,CUST-10004241,2025-11-06,68.06,3,credit_card,online,ONLINE,Toys
TXN-7L03LYRUQ1EM,CUST-10003668,2025-09-07,72.05,8,debit_card,online,ONLINE,Grocery
TXN-WCKLAZL63XTS,CUST-10005735,2026-01-22,68.15,9,cash,online,ONLINE,Beauty
TXN-6JBL8EX6QPS4,CUST-10009439,2025-07-20,102.9,4,debit_card,store,STORE-190,Electronics
TXN-PU166L6QUUDC,CUST-10005313,2025-10-06,150.26,5,debit_card,online,ONLINE,Beauty
TXN-HUIXOXGF5A79,CUST-10005242,2026-05-22,164.0,1,cash,online,ONLINE,Home
TXN-QDDPD6YE7D8D,CUST-10000541,2026-01-18,170.49,3,debit_card,online,ONLINE,Grocery
TXN-78O81M75LKD5,CUST-10002123,2026-01-17,101.08,6,cash,store,STORE-027,Beauty
TXN-M3WGHTON72EO,CUST-10002161,2025-08-16,72.62,4,credit_card,store,STORE-333,Beauty
TXN-KE7CLQ2TJ7HI,CUST-10001160,2026-01-22,299.94,3,cash,online,ONLINE,Footwear
TXN-6NDQG6LCHQNY,CUST-10003449,2025-12-15,115.8,2,debit_card,online,ONLINE,Beauty
TXN-UA74Y1N77W3L,CUST-10003655,2025-07-22,78.47,2,gift_card,online,ONLINE,Electronics
TXN-1OIX08NURYKN,CUST-10006927,2025-05-07,155.59,9,credit_card,store,STORE-072,Home
TXN-UL4BQAD76S8M,CUST-10000954,2025-05-16,16.98,9,gift_card,store,STORE-137,Beauty
TXN-BHNIMOS73YX8,CUST-10002177,2025-12-27,276.3,8,cash,store,STORE-160,Apparel
TXN-XNT8FKMSS0B2,CUST-10007537,2026-06-01,136.36,6,cash,online,ONLINE,Grocery
TXN-6USWAMLF7SLS,CUST-10009569,2026-04-13,35.0,9,gift_card,store,STORE-127,Footwear
TXN-B3IXWSSAZOC8,CUST-10005169,2026-01-22,269.4,3,debit_card,store,STORE-249,Grocery
TXN-BLADUWMIVVVZ,CUST-10002996,2026-04-03,37.67,4,credit_card,store,STORE-177,Grocery
TXN-T73PYQNXVHV9,CUST-10004726,2025-08-01,53.58,4,debit_card,store,STORE-102,Outdoor
TXN-HF09I8PVIRZ1,CUST-10007359,04/07/2026,56.73,1,debit_card,online,ONLINE,Apparel
TXN-2XHQYJGND3KZ,CUST-10005239,2025-07-14,136.2,2,gift_card,online,ONLINE,Outdoor
TXN-Y8UXOILALT6O,CUST-10004128,2026-06-25,73.26,1,cash,store,STORE-104,Footwear
TXN-LS7U9JSVMIHX,CUST-10009277,2026-05-11,189.47,8,gift_card,online,ONLINE,Grocery
TXN-V4N1VPRM1AGW,CUST-10004526,2026-04-02,65.5,8,gift_card,store,STORE-148,Toys
TXN-60OJCQB5RVKP,CUST-10007074,2025-07-07,143.92,8,debit_card,online,ONLINE,Toys
TXN-XNKJOIF44H13,CUST-10000995,2025-08-17,,6,debit_card,online,ONLINE,Outdoor
TXN-CC6NYWUAOPMK,CUST-10004290,2025-04-30,277.68,6,debit_card,store,STORE-012,Home
TXN-P8QGYWP72CMU,CUST-10004586,2025-05-24,72.85,3,cash,online,ONLINE,Toys
TXN-D7F283E1SIJD,CUST-10008255,2025-04-08,135.66,4,debit_card,store,STORE-186,Toys
TXN-NJMSHHQ7F63L,CUST-10009492,2026-05-18,136.26,1,gift_card,store,STORE-360,Apparel
TXN-WTIRZTUIOPAW,CUST-10000604,2026-02-22,19.24,7,credit_card,store,STORE-058,Footwear
TXN-AH31E75RWSLW,CUST-10006524,2025-05-29,151.76,5,debit_card,store,STORE-284,Electronics
TXN-6OWCEFDBHUJG,CUST-10006439,2026-04-09,,9,gift_card,store,STORE-248,Footwear
TXN-P0UUPPJE2U2M,CUST-10009555,2025-05-29,122.67,2,gift_card,store,STORE-335,Beauty
TXN-4Z2V02MMJL0L,CUST-10000076,2025-05-07,184.06,2,gift_card,online,ONLINE,Toys
TXN-ML9APGBZP9HB,CUST-10004819,2025-04-07,,9,cash,store,STORE-362,Footwear
TXN-SZT1FU5AWC1Z,CUST-10001996,2025-12-26,604.66,6,credit_card,store,STORE-151,Grocery
TXN-PFOSGIJ3I1GT,CUST-10005200,2025-12-27,274.45,6,gift_card,online,ONLINE,Grocery
TXN-ZODAQ683LNTS,CUST-10007531,2025-12-28,53.07,5,debit_card,store,STORE-022,Grocery
TXN-N8D6G4AY5KYT,CUST-10008643,2026-05-01,268.39,1,cash,store,STORE-190,Electronics
TXN-EQABC8S6LXBS,CUST-10003142,05/15/2025,528.29,2,debit_card,store,STORE-027,Apparel
TXN-1CEZ3XCBWQXK,CUST-10003995,2025-12-15,446.61,2,gift_card,online,ONLINE,Grocery
TXN-S9BYNC6UUPR4,CUST-10006269,2025-04-18,170.63,9,debit_card,online,ONLINE,Grocery
TXN-IQ3OMRDU74RU,CUST-10009463,2026-01-28,42.53,3,gift_card,store,STORE-287,Outdoor
TXN-LI571OG3LUSJ,CUST-10001405,2026-02-24,145.63,6,credit_card,store,STORE-372,Apparel
TXN-1X9J8ZXNJW2T,CUST-10001586,2025-08-24,537.98,3,debit_card,store,STORE-295,Home
TXN-5PCDSV340I7S,CUST-10002685,2026-03-25,134.39,8,gift_card,online,ONLINE,Grocery
TXN-CJGZU07MOEAY,CUST-10006236,2025-04-20,88.71,6,debit_card,store,STORE-365,Toys
TXN-2HL3YNJOGTUG,CUST-10005833,2026-03-30,154.32,5,debit_card,online,ONLINE,Apparel
TXN-3NEEV6E2YRA5,CUST-10008185,09/24/2025,56.52,6,gift_card,online,ONLINE,Outdoor
TXN-UZY4588C5KXP,CUST-10005575,2026-01-03,80.99,7,credit_card,online,ONLINE,Grocery
TXN-5E2H8C27E6ZX,CUST-10008645,2025-09-28,136.23,6,debit_card,store,STORE-280,Apparel
TXN-6IOKOF8YYK5Q,CUST-10003726,2025-11-07,201.78,1,credit_card,store,STORE-329,Home
TXN-KW9VZZOOQLXF,CUST-10004347,2026-03-03,61.38,7,credit_card,store,STORE-371,Electronics
TXN-UVRJFA7F42JK,CUST-10006952,2025-05-06,81.3,6,credit_card,online,ONLINE,Electronics
TXN-V95OHUJN8MS5,CUST-10007465,2026-01-16,166.86,7,gift_card,store,STORE-168,Beauty
TXN-JQ25R6E21BD4,CUST-10001477,2026-04-26,203.68,2,debit_card,online,ONLINE,Footwear
TXN-Y0RGMBUT34US,,2025-09-01,248.88,5,gift_card,store,STORE-155,Toys
TXN-A0MORFFHB4ZZ,CUST-10003516,2026-03-30,148.17,1,gift_card,online,ONLINE,Electronics
TXN-III43QIE6QH1,CUST-10004872,2025-11-19,60.33,1,gift_card,store,STORE-229,Apparel
TXN-PUC6X7L6JVKW,CUST-10007861,2025-12-24,186.1,9,debit_card,store,STORE-370,Home
TXN-KQSHC5AMZLLG,CUST-10002057,2025-07-20,71.45,6,gift_card,online,ONLINE,Grocery
TXN-MAXZIXH3PR71,CUST-10006106,2025-10-16,140.37,4,debit_card,online,ONLINE,Outdoor
TXN-KDVFA17FHUI6,CUST-10004539,2025-11-03,156.08,8,gift_card,store,STORE-343,Home
TXN-W5NXEFXUY3OU,CUST-10001755,2026-02-14,157.97,1,debit_card,online,ONLINE,Apparel
TXN-CMTJVWCAL26O,  CUST-10002521 ,2025-07-12,151.43,4,gift_card,store,STORE-046,Footwear
TXN-23ACR17IHOK1,CUST-10002795,2025-10-22,32.29,9,credit_card,online,ONLINE,Grocery
TXN-C0OU2M9U6QJ2,CUST-10004847,2025-12-12,135.46,3,gift_card,online,ONLINE,Electronics
TXN-5EQGT0K6YCNB,CUST-10008556,2026-06-15,211.24,5,cash,store,STORE-220,
TXN-VFJ8JGPLEIGJ,CUST-10004145,2025-11-30,26.51,9,credit_card,store,STORE-160,Toys
TXN-7FFG246YMVFB,,2025-04-13,196.6,8,gift_card,store,STORE-220,Toys
TXN-TEZ0JFBXR2GI,CUST-10008476,2026-01-20,583.82,5,cash,online,ONLINE,Electronics
TXN-45JYQXZQR293,CUST-10007009,2026-06-11,279.87,6,cash,store,STORE-312,Home
TXN-E7147YD1ZZU1,CUST-10008793,2025-09-16,161.15,2,cash,store,STORE-321,Toys
TXN-28H8JGHWDW4Z,CUST-10008210,2025-04-07,133.12,3,debit_card,store,STORE-394,Apparel
TXN-T10XQULVGRW4,CUST-10008374,2026-06-06,174.35,6,cash,online,ONLINE,Beauty
TXN-6FMVQK8Y3CJS,CUST-10000534,2026-06-16,401.86,5,credit_card,online,ONLINE,Electronics
TXN-UC97A4TN338U,CUST-10004956,2025-06-01,248.99,9,cash,online,ONLINE,Apparel
TXN-3661DPZDYTBY,CUST-10008145,2026-01-23,226.61,7,cash,store,STORE-198,Outdoor
TXN-VQ73WJUOA887,CUST-10000973,2026-05-05,21.52,6,cash,online,ONLINE,Electronics
TXN-8SBA90BHGBUO,CUST-10002222,2025-08-04,172.49,3,cash,online,ONLINE,Outdoor
TXN-1QXR0FMY1IBQ,,2025-10-13,,5,credit_card,store,STORE-121,Outdoor
TXN-RFOIBKBFH86O,CUST-10004494,2025-07-10,135.14,3,credit_card,online,ONLINE,Toys
TXN-2UYHXMR0PZZ5,CUST-10002592,2026-02-09,83.54,9,debit_card,store,STORE-338,Beauty
TXN-D5Y4WMIEXGF0,CUST-10009847,2025-06-16,67.3,7,gift_card,online,ONLINE,Home
TXN-CXPRQTEMBGFD,CUST-10000615,2025-04-17,171.43,1,credit_card,online,ONLINE,Grocery
TXN-PTNT5C5Y9YO7,CUST-10005854,2025-10-13,278.66,5,credit_card,online,ONLINE,Home
TXN-Z13YQXZ6U722,CUST-10009224,2025-10-08,522.53,1,gift_card,online,ONLINE,Electronics
TXN-SIJD1OWPP0IG,CUST-10001640,2025-12-23,160.17,9,gift_card,online,ONLINE,Apparel
TXN-O3XONIGVPCDF,CUST-10004807,2025-07-15,62.82,6,debit_card,online,ONLINE,Electronics
TXN-XZU1EDGLU5DU,CUST-10006378,2025-06-22,75.77,7,gift_card,store,STORE-076,Footwear
TXN-2448XOI0GWML,CUST-10001229,2026-06-20,119.99,9,debit_card,online,ONLINE,Grocery
TXN-M1YBKX1RU5M6,CUST-10006676,2026-05-19,91.87,7,credit_card,store,STORE-318,Beauty
TXN-CI3RMTPWTS4U,CUST-10005588,2025-11-15,154.35,7,cash,store,STORE-004,Electronics
TXN-L5H8G499DHMH,CUST-10004891,2025-11-18,49.7,3,cash,online,ONLINE,Home
TXN-8OQJDIEA3RAR,CUST-10008546,2026-01-07,141.9,5,cash,online,ONLINE,Outdoor
TXN-X1D16648E867,CUST-10007860,2026-03-28,149.19,8,credit_card,online,ONLINE,Beauty
TXN-1N050VEEFK77,CUST-10004838,2025-11-07,104.95,7,debit_card,store,STORE-165,Footwear
TXN-EEUO3TFYT4MY,CUST-10009801,2025-10-09,280.7,1,cash,online,ONLINE,Outdoor
TXN-S4ACULLU7CSU,CUST-10001066,2025-10-02,261.94,9,debit_card,online,ONLINE,Home
TXN-UL9K6V7E0DZK,CUST-10002803,2025-11-30,152.11,4,gift_card,store,STORE-211,Grocery
TXN-IRO4YXNK0GB0,CUST-10002225,2026-05-09,174.13,5,cash,online,ONLINE,Apparel
TXN-2GERY75ZSAYN,CUST-10004667,2025-08-06,57.07,1,debit_card,online,ONLINE,Grocery
TXN-FGKOW6TMZNX1,CUST-10004355,2026-06-01,,6,debit_card,store,STORE-039,Apparel
TXN-A5P7FI501BGZ,CUST-10003144,2025-07-13,164.42,6,cash,store,STORE-105,Beauty
TXN-TQ5QSGGIQZIY,CUST-10000673,2026-05-25,341.66,9,gift_card,store,STORE-274,Beauty
TXN-RVDEDUPVIJEB,CUST-10004239,06/25/2025,142.85,7,cash,online,ONLINE,Toys
TXN-JK98VCX77MH7,CUST-10000575,02/12/2026,515.87,4,debit_card,online,ONLINE,Beauty
TXN-RD0CNJFIEUJB,CUST-10000821,2025-04-13,55.95,9,credit_card,online,ONLINE,Beauty
TXN-EQBZXVAIR5UZ,CUST-10002362,2026-02-09,251.08,3,gift_card,store,STORE-298,Home
TXN-SFVHAZLC2V26,CUST-10008629,2025-09-26,263.84,1,cash,store,STORE-378,Footwear
TXN-FYNC4OUFKGVW,CUST-10002282,2025-09-03,595.41,4,cash,online,ONLINE,Electronics
TXN-H1LXRWL9VH4H,CUST-10009829,2026-03-03,132.86,4,gift_card,online,ONLINE,Toys
TXN-PZF2PXMVIOKO,CUST-10000503,2025-06-29,98.55,9,cash,online,ONLINE,Toys
TXN-YDOS6T8DB4F5,,2026-03-02,228.88,1,credit_card,online,ONLINE,Outdoor
TXN-VQ8A0QM1WSC4,CUST-10008882,2025-07-20,234.58,2,credit_card,store,STORE-001,Home
TXN-CBMKLABFDIQ8,CUST-10003701,2025-11-28,77.48,5,cash,store,STORE-220,Toys
TXN-L874KUJUISC3,CUST-10004649,2026-06-03,298.28,6,debit_card,online,ONLINE,Outdoor
TXN-HQDFIVIVDXXU,CUST-10009238,2025-08-08,72.88,4,gift_card,store,STORE-349,Home
TXN-IAC9J13QU4I5,CUST-10007019,2025-09-13,574.34,2,credit_card,store,STORE-140,Apparel
TXN-CRYYDV8YL5GQ,CUST-10009821,2025-10-13,63.15,6,credit_card,store,STORE-137,Outdoor
TXN-KNWX9NIFUKN9,CUST-10006867,2026-01-02,484.39,2,cash,store,STORE-043,Beauty
TXN-0HXQJ1D1N73M,CUST-10008684,2025-07-22,67.03,2,gift_card,online,ONLINE,Home
TXN-LT18P5TO9SXV,,2026-01-17,94.74,2,gift_card,store,STORE-182,Grocery
TXN-68Q1XOQAHZLI,CUST-10007926,2025-11-14,111.2,8,cash,store,STORE-380,Footwear
TXN-1R7EVIDEV206,CUST-10006997,2025-09-14,77.95,2,debit_card,online,ONLINE,Electronics
TXN-EDXEIQYQTLWP,CUST-10004702,2026-04-26,253.8,9,cash,store,STORE-034,Beauty
TXN-WU93WNPIUA91,CUST-10002325,2025-06-28,69.94,3,cash,online,ONLINE,Beauty
TXN-E03IRN45X56U,CUST-10001089,2026-05-15,106.59,9,credit_card,store,STORE-318,Outdoor
TXN-L02Z440ICXQU,CUST-10002835,2025-10-14,204.73,9,gift_card,online,ONLINE,Grocery
TXN-JHPFEN9X4NSI,CUST-10007305,2025-08-23,142.62,9,gift_card,store,STORE-103,Footwear
TXN-KWD88QPP29DR,CUST-10000072,2026-02-19,109.24,4,gift_card,store,STORE-262,Outdoor
TXN-Y8JH8AT8YAX2,CUST-10001900,2025-04-14,326.32,3,debit_card,online,ONLINE,Beauty
TXN-OZLDVAHJTXB0,CUST-10008322,2025-11-25,71.95,1,credit_card,online,ONLINE,Toys
TXN-GUFIUBP7O289,CUST-10008060,2025-09-06,374.18,6,credit_card,store,STORE-094,Apparel
TXN-VL2733R67I1W,CUST-10009554,2026-01-25,203.11,3,debit_card,online,ONLINE,Electronics
TXN-KBQZ2FK87PTP,CUST-10005129,2025-10-27,532.42,2,cash,online,ONLINE,Toys
TXN-6IOMZIB1EAYY,CUST-10003160,2026-06-21,72.96,7,credit_card,online,ONLINE,Apparel
TXN-RSJSG6QZ636V,CUST-10004251,2026-03-01,522.75,5,cash,online,ONLINE,Grocery
TXN-XOCSY442MQ0K,CUST-10007377,2025-11-04,399.38,1,debit_card,online,ONLINE,Grocery
TXN-LIE9GVNBGZEL,CUST-10001512,2025-10-06,58.97,7,debit_card,store,STORE-111,Footwear
TXN-PQ3GHHO5OZH9,CUST-10008729,2025-04-22,90.84,1,cash,online,ONLINE,Beauty
TXN-HDMJUF958ZPA,CUST-10001907,2026-04-27,126.71,5,debit_card,online,ONLINE,Grocery
TXN-7VTIEYQRYJII,CUST-10005649,2025-09-08,75.7,4,gift_card,online,ONLINE,Beauty
TXN-SAV2VICC7NUS,CUST-10003961,2026-06-06,50.84,7,debit_card,online,ONLINE,Grocery
TXN-Q6ZSB4IWUN34,CUST-10001339,2026-05-12,253.34,4,credit_card,store,STORE-104,Toys
TXN-JZU088UFYJ8D,CUST-10002271,2026-03-18,172.89,3,gift_card,online,ONLINE,Footwear
TXN-WNRSYJLHGDNZ,CUST-10009635,2026-06-21,69.39,5,cash,store,STORE-176,Toys
TXN-V6XVNQSK2Y88,CUST-10004961,2025-09-07,92.59,5,gift_card,online,ONLINE,Electronics
TXN-K1OLJ2VH9SHK,CUST-10004878,2026-05-09,274.67,4,cash,store,STORE-165,Apparel
TXN-YDICLNM30EW2,CUST-10009224,2025-12-27,612.25,7,credit_card,store,STORE-070,Home
TXN-4M8FY5TAVWA7,CUST-10004663,2025-06-24,155.74,9,gift_card,store,STORE-100,
TXN-504ATSP1EA10,CUST-10007202,2026-05-28,428.63,2,gift_card,store,STORE-292,Apparel
TXN-MTDG9KTOPKDY,CUST-10006773,2025-04-10,249.51,1,debit_card,online,ONLINE,Grocery
TXN-Q4CKOWCTUJAC,CUST-10004187,2026-04-01,85.8,3,cash,store,STORE-261,Footwear
TXN-8128HVI36IK7,CUST-10007433,2025-07-07,223.25,9,debit_card,online,ONLINE,Electronics
TXN-PPURZNW2JZL5,CUST-10009855,2025-08-13,71.48,2,gift_card,store,STORE-043,Toys
TXN-R1ZPTF890Q8R,CUST-10009275,2025-09-30,72.42,9,debit_card,online,ONLINE,Outdoor
TXN-271M4WVDVFLB,CUST-10006273,2025-12-23,316.5,6,cash,store,STORE-314,Beauty
TXN-SEB8FX0FLR57,CUST-10003922,2025-09-30,53.47,7,gift_card,store,STORE-062,Beauty
TXN-R39X3UCCWSX0,CUST-10007286,2025-12-17,25.91,2,credit_card,store,STORE-035,Footwear
TXN-L0KSM6W0BYY0,CUST-10000661,2025-06-04,87.41,1,gift_card,store,STORE-260,Outdoor
TXN-8O3A4WYKZ514,CUST-10007591,2026-02-11,20.92,6,debit_card,online,ONLINE,Outdoor
TXN-O1EZWL5MJHYI,CUST-10005071,2025-05-12,101.23,6,cash,online,ONLINE,Electronics
TXN-WDNHXBVYAP8D,CUST-10008639,2025-11-02,32.22,5,debit_card,online,ONLINE,Home
TXN-Z6JF109U49GN,CUST-10008724,2025-11-14,283.61,4,cash,online,ONLINE,Outdoor
TXN-90HULVGSIERG,CUST-10004662,2025-11-13,17.16,1,cash,online,ONLINE,Electronics
TXN-ZZM83S6SKYFJ,CUST-10003409,2026-04-18,253.49,7,credit_card,store,STORE-345,Grocery
TXN-UC4P9T54ZPTE,CUST-10000213,2025-07-26,58.04,4,credit_card,online,ONLINE,Electronics
TXN-MH0EN8V6EGLQ,CUST-10000175,2025-12-25,72.08,1,debit_card,online,ONLINE,Toys
TXN-59THOUPXFJA7,CUST-10003543,2025-06-03,165.7,8,credit_card,online,ONLINE,Home
TXN-LQULAIX82CNX,CUST-10002492,2026-01-06,508.81,1,credit_card,store,STORE-047,Footwear
TXN-AQPJMEPNH64U,CUST-10003094,2025-04-30,223.67,3,debit_card,online,ONLINE,Outdoor
TXN-8XW4M5XNJMPP,CUST-10003527,2025-06-15,38.91,9,credit_card,store,STORE-332,Electronics
TXN-TLUNM1TLME3C,CUST-10005849,2026-06-15,429.33,8,credit_card,online,ONLINE,Grocery
TXN-AW377AN4CV6I,CUST-10009135,2025-10-04,135.07,4,credit_card,online,ONLINE,Home
TXN-8L3TC5NKM9B3,CUST-10004356,2026-04-10,312.51,2,gift_card,online,ONLINE,Apparel
TXN-7SR4K1526BYC,CUST-10009310,2026-04-25,,5,debit_card,online,ONLINE,Grocery
TXN-RJKO739KEEIL,CUST-10004382,2026-06-04,,7,cash,online,ONLINE,Toys
TXN-ERZPN5AX2NH3,CUST-10006081,2026-05-25,,6,cash,store,STORE-037,Electronics
TXN-N8K1Y4G7403S,CUST-10000563,2026-04-04,49.33,2,gift_card,store,STORE-368,Footwear
TXN-4GP4TJJC1KG0,CUST-10009814,2025-04-23,244.56,8,gift_card,online,ONLINE,Electronics
TXN-0MFQIONHBPUW,CUST-10007008,2026-02-11,267.47,5,cash,online,ONLINE,Footwear
TXN-H1XZID7JZU53,CUST-10004015,2025-08-07,71.82,9,debit_card,online,ONLINE,Beauty
TXN-OLI35VFFUJYH,CUST-10000339,2025-07-17,153.87,3,cash,store,STORE-371,Home
TXN-AQR00GV25OSR,CUST-10008105,2025-09-23,485.87,8,credit_card,online,ONLINE,Footwear
TXN-4BL6XQG55OVE,CUST-10001147,2026-04-19,138.27,2,cash,online,ONLINE,Apparel
TXN-94WN0FLS2A6D,CUST-10002928,2025-12-01,276.25,3,credit_card,store,STORE-374,Home
TXN-I4NPP1B4B2G1,CUST-10008804,2025-05-26,450.31,7,credit_card,store,STORE-042,Electronics
TXN-MZCD2YAVZDYW,CUST-10007798,2026-02-25,41.37,6,cash,store,STORE-171,Outdoor
TXN-OK2EMVELIAM8,CUST-10005628,2025-07-24,95.78,9,credit_card,online,ONLINE,Grocery
TXN-5OAGYAK4CIE4,CUST-10007175,2026-04-17,274.18,4,gift_card,online,ONLINE,Grocery
TXN-I3ENOYRA3ZGC,CUST-10004665,2025-09-01,161.79,6,debit_card,online,ONLINE,Grocery
TXN-PZ86983X6I2O,CUST-10004445,2026-03-15,27.22,6,gift_card,store,STORE-188,Beauty
TXN-6LR7HRENJ62X,CUST-10007653,2025-08-10,163.82,7,cash,online,ONLINE,Electronics
TXN-95UAS9THUDUA,CUST-10001915,2026-03-15,31.99,5,credit_card,online,ONLINE,Toys
TXN-X1S373UEC0IW,CUST-10009821,2025-07-18,74.86,2,cash,online,ONLINE,Apparel
TXN-KZEIO0K53OAN,CUST-10009070,2026-03-31,235.28,3,gift_card,online,ONLINE,Beauty
TXN-WBBMECN100V3,CUST-10002942,2026-05-04,237.6,2,debit_card,store,STORE-298,Outdoor
TXN-WKWYQQK8AWNZ,,2025-08-22,49.02,5,debit_card,store,STORE-353,Grocery
TXN-3JLER1HOMG04,CUST-10003297,2025-04-01,69.9,9,cash,store,STORE-128,Outdoor
TXN-5ALHKEB7WEIP,CUST-10001243,2026-03-17,254.42,3,debit_card,online,ONLINE,Beauty
TXN-01BWU8EHSZHC,CUST-10002430,2025-11-26,279.91,7,credit_card,online,ONLINE,Electronics
TXN-GQMR0PSSWO4L,CUST-10005382,2025-06-08,37.23,1,credit_card,store,STORE-282,Grocery
TXN-I9N1RUW58WD6,CUST-10003972,2026-06-16,141.34,4,gift_card,store,STORE-061,Electronics
TXN-9CAECSWUG4M2,CUST-10000807,2026-06-17,150.81,4,cash,store,STORE-293,Electronics
TXN-7E24CD0IR1W1,CUST-10002002,2025-08-08,576.08,2,credit_card,store,STORE-379,Home
TXN-H98KHEB9EJZQ,CUST-10003791,2025-06-11,134.33,6,credit_card,store,STORE-255,Apparel
TXN-8W7I7LEQONVI,CUST-10001483,2026-06-14,183.93,5,credit_card,online,ONLINE,Toys
TXN-IZ5OCMECK2VU,CUST-10007777,2025-09-15,60.58,5,cash,store,STORE-338,Grocery
TXN-EU9TUXIG6RMN,CUST-10003237,2025-11-17,194.8,7,gift_card,online,ONLINE,Beauty
TXN-LDV447NBCVUD,CUST-10007493,2025-09-19,177.03,5,debit_card,online,ONLINE,Footwear
TXN-1IC2GNT41PYP,CUST-10006148,2025-11-30,249.49,2,gift_card,store,STORE-331,Outdoor
TXN-JNV6BQG7TD06,CUST-10000484,2025-12-08,589.94,5,credit_card,store,STORE-295,Outdoor
TXN-G4948A0821GW,CUST-10002278,2025-04-20,29.84,2,cash,store,STORE-262,Footwear
TXN-AQB7PR5S9K6D,CUST-10001119,2025-04-06,83.75,5,debit_card,online,ONLINE,Grocery
TXN-RZFYJ2BWSUYL,CUST-10003853,2025-07-29,160.88,4,gift_card,store,STORE-230,Home
TXN-BBTNI9RVR4PL,CUST-10002730,2025-06-26,82.77,1,gift_card,store,STORE-276,Toys
TXN-VAAIWAOENPEU,CUST-10001259,2025-11-14,59.2,3,debit_card,store,STORE-326,Electronics
TXN-ADL2IXMEW67I,CUST-10000241,2025-05-20,158.69,7,credit_card,store,STORE-121,Outdoor
